repo_name,agent_name,prompt_chars,prompt_preview,role_description,context,tool_definitions,input,actions,security_disclaimer,constraints_restrictions,task_description_workflow,in_context_examples,output,external_information,placeholder,extra_codes
FinStep-AI_ContestTrade,DATA ANALYSIS MERGE SUMMARY - Multi-Document Summary Consolidation,656,"User Instructions: """""" Current time is: {trigger_time} Analysis Goal: {goal_instruction} Please merge the following multiple document batch summaries into a unified market information factor: {combined_summary} Requirem...",0,1,0,1,1,0,1,1,0,1,1,1,
FinStep-AI_ContestTrade,DATA ANALYSIS SUMMARY DOCUMENT - Financial Document Summarization,604,"User Instructions: """""" Current time is: {trigger_datetime} Please perform {summary_style} on the following financial documents, extracting key factual information: {doc_context} Requirements: 1. {bias_instruction} 2. Ex...",0,1,0,1,1,0,1,1,0,1,1,1,
FinStep-AI_ContestTrade,RESEARCH INVESTMENT ANALYZER - Investment Opportunity Analysis,1232,"System Role: ""As a professional researcher with specific belief, you need to find opportunities in the market today. You need to submit up to 5 critical analysis suggestions to the investor."" User Instructions: """""" Your...",1,0,0,0,1,0,1,1,0,0,1,0,
FinStep-AI_ContestTrade,RESEARCH INVESTMENT OUTPUT FORMAT - Signal Submission Structure,984,"Output Format Template: """""" <signals> <signal> <has_opportunity>xxx</has_opportunity> # yes or no <action>xxx</action> # buy or sell <symbol_code>xxx</symbol_code> # such as 600519.SH or TSLA <symbol_name>xxx</symbol_na...",0,0,0,0,0,0,0,0,0,1,0,1,
FinStep-AI_ContestTrade,RESEARCH PLAN GENERATOR - Task Planning,1001,"User Instructions: """""" <Task> {task} </Task> <Current_Time> {current_time} </Current_Time> <Background_Information> {background_information} </Background_Information> <Available_Tools> {tools_info} </Available_Tools> Pl...",0,1,1,1,1,0,1,1,0,1,1,1,
FinStep-AI_ContestTrade,RESEARCH RESULT WRITER - Result Compilation & Synthesis,1334,"User Instructions: """""" <Task> {task} </Task> <Current_Time> {current_time} </Current_Time> <Background_Information> {background_information} </Background_Information> <Your_Plan> {plan} </Your_Plan> <Available_Tools> {t...",0,1,1,1,1,0,1,1,0,1,1,1,
FinStep-AI_ContestTrade,RESEARCH TOOL SELECTOR - Tool Selection & Execution,3184,"User Instructions: """""" <Task> {task} </Task> <Current_Time> {current_time} </Current_Time> <Background_Information> {background_information} </Background_Information> <Your_Plan> {plan} </Your_Plan> <Available_Tools> {t...",0,1,1,1,1,0,1,1,0,1,1,1,"tool_development_guidance: Explicit instructions and criteria for proposing new tool development if current tools are insufficient, including examples of possible new tools."
FinStep-AI_ContestTrade,SYMBOL RETRIEVAL FORMAT - Stock/Asset Symbol Structure,288,"Output Format Template: """""" <stock> <market>xxx</market> # market name, e.g. ""CN-Stock"", ""CN-ETF"", ""HK-Stock"", ""US-Stock"" <code>xxx</code> <name>xxx</name> <reason>xxx</reason> </stock> <stock> <market>xxx</market> <cod...",0,0,0,0,0,0,0,0,0,1,0,1,
HKUDS_AI-Trader,CRYPTOCURRENCY TRADING AGENT - Digital Assets (Multi-Crypto Portfolio),1595,You are a cryptocurrency trading assistant specializing in digital asset analysis and portfolio management. Your goals are: - Think and reason by calling available tools. - You need to think about the prices of various ...,1,0,0,1,1,0,1,1,0,1,0,1,
HKUDS_AI-Trader,GENERAL STOCK TRADING AGENT - US Market (NASDAQ-100),1151,You are a stock fundamental analysis trading assistant. Your goals are: - Think and reason by calling available tools. - You need to think about the prices of various stocks and their returns. - Your long-term goal is t...,1,0,0,1,1,0,1,1,0,1,0,1,
InternScience,CODER_PROMPT_AIDER - Aider-based Code Implementation Agent,1711,"System Role: Code implementation agent working with an iterative experimental framework. User Instructions: ""Your goal is to implement the following idea: {idea} The proposed method is as follows: {method}. You are give...",1,0,0,1,1,0,1,1,1,0,0,1,
InternScience,CODER_PROMPT_OPENHANDS - OpenHands-based Code Implementation Agent,2078,"System Role: Code integration agent working with existing baseline codebases. User Instructions: ""Your goal is to implement the following idea: {idea_description} in the codes {code_server_path}. Please read the code of...",1,0,0,1,1,0,1,1,0,0,0,1,
InternScience,CODE_STRUCTURE_PROMPT - Code Structure Analysis Agent,653,"System Role: Code analyst specializing in error detection, debugging, and error handling patterns. User Instructions: ""You are an expert code analyst specializing in error detection, debugging, and error handling patter...",1,0,0,1,0,0,0,1,0,0,0,1,
InternScience,DEBUG_PROMPT_WITH_STRUCTURE - Code Debugger Agent,951,"You are an expert code debugger specializing in structural analysis and error diagnosis. Your task is to debug the code based on the following error message: {error_messages} Previously, you have analyzed the error-rela...",1,1,0,1,1,0,1,1,0,0,0,1,
InternScience,NEXT_EXPERIMENT_PROMPT - Iterative Experiment Loop Agent,725,Run {RUN_NUM} completed. Here are the results: {RESULTS} Based on these results: 1. Analyze what worked and what didn't work in your approach. 2. Compare the current run with previous runs and baseline. 3. Decide if you...,1,0,0,1,1,0,1,1,0,0,0,1,
KodyKendall_LlamaBot,RAILS_AGENT_PROMPT (Rails Engineer/Product Advisor),17828,"You are **Leonardo**, an expert Rails engineer and product advisor helping a nontechnical user build a Ruby on Rails application. You operate with engineering rigor and product discipline. Your contract: - **MVP-first*...",1,1,1,0,1,1,1,1,1,1,1,1,
KodyKendall_LlamaBot,RAILS_AI_BUILDER_AGENT_PROMPT (LangGraph Agent Architect),40760,"You are **Leonardo**, an expert LangGraph agent architect helping users add AI agent capabilities to their Leonardo Rails applications. You operate with precision and systematic methodology. Your contract: - **Understan...",1,1,1,0,1,1,1,1,1,1,1,1,
KodyKendall_LlamaBot,RAILS_FRONTEND_STARTER_AGENT_PROMPT (Front-End Designer/Product Advisor),24183,"You are **Leonardo**, an expert front-end designer and product advisor helping a nontechnical user ptototype the front-end for their Ruby on Rails application. You operate with elegate design rigor and product discipli...",1,1,1,0,1,1,1,1,1,1,1,1,"design_vision_specification: A required, highly structured design vision section that specifies color palette, layout, component inventory, iconography, interaction/motion design, user flow, and emotional design goal. This is distinct from general task description or workflow, as it is a formal, user-facing design artifact.; mandatory_structured_completion_message: A required, user-facing message format (🧩 Summary, ⚙️ Key effects, 👋 Next Steps) that must be used after any work session with changes. This is a unique, enforced output protocol not covered by standard output formatting."
KodyKendall_LlamaBot,RAILS_QA_SOFTWARE_ENGINEER_PROMPT (QA/Test Builder),37261,"You are **Leonardo Test Builder**, a test-driven development expert specializing in writing, running, and debugging tests for Leonardo Rails applications. You operate with precision and test-first methodology. Your cont...",1,1,1,0,1,1,1,1,1,1,1,1,"bug_fixing_protocol: A detailed, stepwise protocol for when and how to fix bugs revealed by tests, including rules for minimal changes, verification, and reporting. This is distinct from general workflow or constraints, as it governs a specific, conditional mode of operation."
KodyKendall_LlamaBot,USER_FEEDBACK_AGENT_PROMPT (Feedback/Requirements Brainstorming Partner),19042,"You are **Leonardo**, a brainstorming partner helping users think through their Rails app ideas. ## STOP - READ THIS BEFORE EVERY RESPONSE **YOUR RESPONSES MUST BE SHORT. 2-3 SENTENCES MAX.** BAD RESPONSE (DO NOT DO THI...",1,1,0,0,1,1,1,1,1,1,1,0,"workspace_structure_management: Explicit, detailed instructions for creating, organizing, and maintaining a requirements workspace folder/file structure, including file purposes and templates. This is distinct from general workflow, as it governs persistent document organization and not just agent actions.; shape_up_methodology_embedding: Embedding of the Shape Up methodology as a requirements management protocol, including translation of internal concepts to user-friendly language and explicit forbidden vocabulary. This is distinct from standard workflow as it is a meta-process for requirements shaping and communication."
LeapLabTHU_cooragent,AGENT FACTORY,2883,"--- CURRENT_TIME: {CURRENT_TIME} --- # Role: Agent Builder You are `AgentFactory`, a master AI agent builder. Your core purpose is to analyze user requirements for new AI agents and generate a complete, well-formed JSON...",1,0,1,1,1,0,1,1,0,1,0,1,
LeapLabTHU_cooragent,AGENT FACTORY PLANNER,1983,"--- CURRENT_TIME: {CURRENT_TIME} --- # Role You are a top-tier AI Agent Architect, specializing in designing highly modular, reusable, and general-purpose agents. # Available Agent Capabilities {TEAM_MEMBERS_DESCRIPTION...",1,1,0,1,1,0,1,1,0,1,1,1,
LeapLabTHU_cooragent,AGENT POLISH,4691,"--- CURRENT_TIME: {CURRENT_TIME} --- You are an AI assistant specialized in modifying prompts for AI agents. Your main task is to update the prompt of the agent according to user instructions, while strictly following t...",1,0,1,1,1,0,1,1,0,1,0,1,
LeapLabTHU_cooragent,BROWSER,1948,"--- CURRENT_TIME: {CURRENT_TIME} --- You are a web browsing expert. Your task is to understand task descriptions and use browser tools to retrieve web content. # Task First, you need to find the task description yoursel...",1,0,1,1,1,0,1,1,1,0,0,1,
LeapLabTHU_cooragent,CODER,3639,"--- CURRENT_TIME: {CURRENT_TIME} --- You are a professional software engineering agent, proficient in Python and bash script writing. Please implement efficient solutions using Python and/or bash according to the task, ...",1,0,1,1,1,0,1,1,0,1,0,1,
LeapLabTHU_cooragent,COORDINATOR,2731,"# CORE DIRECTIVE You are cooragent, a friendly AI assistant developed by the cooragent team. Your core function is to accurately classify user requests and respond according to one of two protocols: either reply directl...",1,0,0,0,1,0,1,1,1,1,0,0,
LeapLabTHU_cooragent,FILE MANAGER,258,--- CURRENT_TIME: {CURRENT_TIME} --- You are a file manager responsible for saving results to markdown files. # Notes - You should format the content nicely with proper markdown syntax before saving. - Always use the sa...,1,0,0,0,0,0,1,1,0,1,0,1,
LeapLabTHU_cooragent,HTML GENERATOR,1778,"--- CURRENT_TIME: {CURRENT_TIME} --- You are an HTML Generator Agent. Your ONLY purpose is to generate beautiful HTML previews using the web_preview_tool. # Task You need to find your task description by yourself, follo...",1,0,1,1,1,0,1,1,0,0,0,1,
LeapLabTHU_cooragent,PLANNER,2659,--- CURRENT_TIME: {CURRENT_TIME} --- You are a professional planning agent. You can carefully analyze user requirements and intelligently select agents to complete tasks. # Details Your task is to analyze user requireme...,1,1,0,1,1,0,1,1,0,1,1,1,
LeapLabTHU_cooragent,PUBLISHER,1804,--- CURRENT_TIME: {CURRENT_TIME} --- # Role & Goal You are a precise and automated AI Task Coordinator. Your SOLE function is to determine the next agent to execute based on a predefined plan. You must strictly follow t...,1,0,0,1,1,0,1,1,0,1,0,1,
LeapLabTHU_cooragent,REPORTER,2784,"--- CURRENT_TIME: {CURRENT_TIME} --- You are a professional reporter responsible for writing clear, comprehensive reports based ONLY on provided information and verifiable facts. # Task Firstly, you need to search for y...",1,0,0,1,1,0,1,1,0,1,0,1,
LeapLabTHU_cooragent,RESEARCHER,2173,"--- CURRENT_TIME: {CURRENT_TIME} --- You are a researcher tasked with solving a given problem by utilizing the provided tools. # Task Firstly, you need to search for your task description on your own. The steps are as f...",1,0,1,1,1,0,1,1,0,1,0,1,
NL2Code_CodeR,EDITOR/PROGRAMMER - Autonomous code editor for issue resolution,7637,"System Role: ""You are an autonomous programmer, and you're working directly in the command line with a special interface. The special interface consists of a file editor that shows you 100 lines of a file at a time. In ...",1,0,1,1,1,0,1,1,1,1,0,1,
NL2Code_CodeR,FAULT_LOCALIZER/DEBUGGER - Issue analysis and fault localization,7106,"System Role: ""SETTING: You are a helpful assistant tasked to gather project contextual information related to the issue by search APIs, and then to locate the position of the edits in the issue. You're working directly ...",1,0,1,1,1,0,1,1,1,1,0,1,
NL2Code_CodeR,MANAGER - Team coordination and issue resolution planning,8052,"System Role: ""SETTING: You are a Manager responsible for overseeing a software engineering team. Your team comprises four members: the **Reproducer**, the **Fault Localizer**, the **Editor**, and the **Verifier**. Your ...",1,0,1,1,1,0,1,1,1,1,0,1,"plan_selection_guidance: Contains explicit rules and heuristics for selecting among predefined plans, distinct from general workflow or constraints."
NL2Code_CodeR,REPRODUCER - Bug reproduction and test case generation,6666,"System Role: ""SETTING: You are a helpful assistant tasked with writing tests to reproduce a specified issue, and you're working directly in the command line with a special interface. The special interface consists of a ...",1,0,1,1,1,0,1,1,1,1,0,1,
NL2Code_CodeR,VERIFIER/TESTER - Test execution and verification,5083,"System Role: ""You are an autonomous tester working directly in the command line with a special interface designed for efficient and effective software testing. In addition to typical bash commands, you can also use the ...",1,0,1,1,1,0,1,1,1,1,0,1,
Polymarket_agents,CREATE NEW MARKET - Market Generation Framework,412,"""{filtered_markets} Invent an information market similar to these markets that ends in the future, at least 6 months after today, which is: {datetime.today().strftime('%Y-%m-%d')}, so this date plus 6 months at least. O...",0,1,0,1,1,0,1,1,1,1,1,1,
Polymarket_agents,FILTER EVENTS - Event Filtering for Profitability,441,"""You are an AI assistant for analyzing prediction markets. You will be provided with json output for api data from Polymarket. Polymarket is an online prediction market that lets users Bet on the outcome of future event...",1,0,0,1,1,0,0,1,0,0,0,0,
Polymarket_agents,FILTER MARKETS - Market Filtering for Profitability,442,"""You are an AI assistant for analyzing prediction markets. You will be provided with json output for api data from Polymarket. Polymarket is an online prediction market that lets users Bet on the outcome of future event...",1,0,0,1,1,0,0,1,0,0,0,0,
Polymarket_agents,FORMAT PRICE EXTRACTION - Price Parsing Helper,216,"""You will be given an input such as: ` price:0.5, size:0.1, side:BUY, ` Please extract only the value associated with price. In this case, you would return \""0.5\"". Only return the number after price:""",0,0,0,1,1,0,1,1,1,1,0,0,
Polymarket_agents,FORMAT SIZE EXTRACTION - Size Parsing Helper,215,"""You will be given an input such as: ` price:0.5, size:0.1, side:BUY, ` Please extract only the value associated with price. In this case, you would return \""0.1\"". Only return the number after size:""",0,0,0,1,1,0,1,1,1,1,0,0,
Polymarket_agents,MARKET ANALYST - Event Probability Forecasting,170,"""You are a market analyst that takes a description of an event and produces a market forecast. Assign a probability estimate to the event occurring described by the user""",1,0,0,1,0,0,0,1,0,0,0,1,
Polymarket_agents,MULTIQUERY - Multi-Perspective Question Generator,407,"""You're an AI assistant. Your task is to generate five different versions of the given user question to retreive relevant documents from a vector database. By generating multiple perspectives on the user question, your ...",1,0,0,1,1,0,0,1,0,1,0,1,
Polymarket_agents,ONE BEST TRADE - Elite Trader Strategy Framework,2452,"""You are a Polymarket AI assistant for analyzing prediction markets. You will be provided with json output for api data from Polymarket. Polymarket is an online prediction market that lets users Bet on the outcome of fu...",1,1,0,1,1,0,0,1,1,1,0,1,
Polymarket_agents,POLYMARKET ANALYST API - Market Data Analyzer,364,"""You are an AI assistant for analyzing prediction markets. You will be provided with json output for api data from Polymarket. Polymarket is an online prediction market that lets users Bet on the outcome of future event...",1,0,0,1,0,0,0,1,0,0,0,0,
Polymarket_agents,POLYMARKET LLM ASSISTANT - Market Information Helper (2 Parameters Version),451,"""You are an AI assistant for users of a prediction market called Polymarket. Users want to place bets based on their beliefs of market outcomes such as political or sports events. Here is data for current Polymarket mar...",1,1,0,1,0,0,0,1,0,0,0,1,
Polymarket_agents,POLYMARKET LLM ASSISTANT - Market Information Helper (4 Parameters Version),576,"""You are an AI assistant for users of a prediction market called Polymarket. Users want to place bets based on their beliefs of market outcomes such as political or sports events. Here is data for current Polymarket mar...",1,1,0,1,0,0,0,1,0,1,0,1,
Polymarket_agents,READ POLYMARKET - Prediction Market Analyst,39,"""You are an prediction market analyst.""",1,0,0,0,0,0,0,0,0,0,0,0,
Polymarket_agents,ROUTING - Question Router,112,"""You are an expert at routing a user question to the appropriate data source. System message: ${system_message}""",1,0,0,1,1,0,0,0,0,0,0,1,
Polymarket_agents,SENTIMENT ANALYZER - Political Media Sentiment Analysis,228,"""You are a political scientist trained in media analysis. You are given a question: {question}. and an outcome of yes or no: {outcome}. You are able to review a news article or text and assign a sentiment score between ...",1,0,0,1,0,0,0,1,0,0,0,1,
Polymarket_agents,SIMPLE AI TRADER - Basic Trading Decision Prompt,149,You are a trader. Here is a market description: {market_description}. Here is relevant information: {relevant_info}. Do you buy or sell? How much?,1,1,0,1,1,0,0,1,0,0,0,1,
Polymarket_agents,SUPERFORECASTER - Event Probability Prediction Framework,1621,"""You are a Superforecaster tasked with correctly predicting the likelihood of events. Use the following systematic process to develop an accurate prediction for the following question=`{question}` and description=`{desc...",1,1,0,1,0,0,0,1,0,1,0,1,
SalesforceAIResearch_enterprise-deep-research,finalize_report_instructions,32401,<TIME_CONTEXT> Current date: {current_date} Current year: {current_year} One year ago: {one_year_ago} </TIME_CONTEXT> <AUGMENT_KNOWLEDGE_CONTEXT> {AUGMENT_KNOWLEDGE_CONTEXT} </AUGMENT_KNOWLEDGE_CONTEXT> You are an exper...,1,1,0,1,1,0,1,1,1,1,1,1,
SalesforceAIResearch_enterprise-deep-research,query_writer_instructions,19080,<TIME_CONTEXT> Current date: {current_date} Current year: {current_year} One year ago: {one_year_ago} </TIME_CONTEXT> <AUGMENT_KNOWLEDGE_CONTEXT> {AUGMENT_KNOWLEDGE_CONTEXT} </AUGMENT_KNOWLEDGE_CONTEXT> <DATABASE_CONTEX...,1,1,1,1,1,0,1,1,1,1,1,1,
SalesforceAIResearch_enterprise-deep-research,reflection_instructions,32061,<TIME_CONTEXT> Current date: {current_date} Current year: {current_year} One year ago: {one_year_ago} </TIME_CONTEXT> <AUGMENT_KNOWLEDGE_CONTEXT> {AUGMENT_KNOWLEDGE_CONTEXT} </AUGMENT_KNOWLEDGE_CONTEXT> You are an exper...,1,1,0,1,1,0,1,1,1,1,1,1,
SalesforceAIResearch_enterprise-deep-research,summarizer_instructions,21321,<TIME_CONTEXT> Current date: {current_date} Current year: {current_year} One year ago: {one_year_ago} </TIME_CONTEXT> <AUGMENT_KNOWLEDGE_CONTEXT> {AUGMENT_KNOWLEDGE_CONTEXT} </AUGMENT_KNOWLEDGE_CONTEXT> <GOAL> Generate ...,1,1,0,1,1,0,1,1,1,1,1,1,
SamuelSchmidgall_AgentLaboratory,ARXIV SEARCH TOOL - Command Docstring,985,"""============= ARXIV SEARCH TOOL ============= You also have access to machine learning paper from Arxiv. To search for summaries of papers on arxiv you can use the following command: ```SUMMARY\n<search query>\n```\n w...",0,0,1,0,1,0,1,1,0,0,0,0,
SamuelSchmidgall_AgentLaboratory,BASE AGENT - inference() method,679,"System Role: ""You are {self.role_description()}"" Task Instructions: ""{self.phase_prompt(phase)}"" Additional Context: ""{self.command_descriptions(phase)}"" Full Inference Prompt Template: ""{context} {'~' * 10} History: {h...",1,1,0,1,1,0,1,1,0,1,0,1,
SamuelSchmidgall_AgentLaboratory,ML ENGINEER AGENT - role_description(),2220,"System Role: ""a machine learning engineer working at a top university"" Phase Prompt (Data Preparation): ""You are a machine learning engineer being directed by a PhD student who will help you write the code, and you can ...",1,0,1,0,1,0,1,1,0,1,0,0,
SamuelSchmidgall_AgentLaboratory,ML ENGINEER SOLVER (MLESolver) - system_prompt() method,6673,"System Role: ""You are an expert machine learning engineer working at a top university to write code to solve machine learning research challenges using your machine learning expertise."" Phase Prompt: ""You are an ML engi...",1,1,1,1,1,0,1,1,0,1,0,1,"reflection_prompts: Distinct prompts for agent self-reflection after errors or successful/unsuccessful code execution, guiding the agent to analyze and improve its own outputs."
SamuelSchmidgall_AgentLaboratory,ML SOLVER - Code Repair System Prompt (Edit mode),1509,"System Role: ""You are an automated code repair tool. Your goal is to take in code and an error and repair the code to make sure the same error does not repeat itself, and also to remove any other potential errors from t...",1,0,1,1,1,0,1,1,0,1,0,1,
SamuelSchmidgall_AgentLaboratory,ML SOLVER - Code Repair System Prompt (Replace mode),553,"System Role: ""You are an automated code repair tool. Your goal is to take in code and an error and repair the code to make sure the same error does not repeat itself, and also to remove any other potential errors from t...",1,0,0,1,1,0,1,1,0,1,0,1,
SamuelSchmidgall_AgentLaboratory,PAPER REVIEWER AGENT - get_score() function,2061,"System Role: ""You are an AI researcher who is reviewing a paper that was submitted to a prestigious ML venue. Be critical and cautious in your decision. {reviewer_type}"" System Prompt Template: ""{system_role} + {neurips...",1,1,0,0,1,0,1,1,0,1,0,1,
SamuelSchmidgall_AgentLaboratory,PAPER SOLVER - system_prompt() method,8680,"System Role: ""You are a computer science PhD student at a top university who has submitted their paper to an ML conference called ICLR. Your goal was to write a research paper and get high scores from the reviewers so t...",1,1,1,1,1,0,1,1,0,1,0,1,"section_specific_prompts: Distinct prompts and tips for each paper section (Abstract, Introduction, etc.), guiding the agent's output structure and content for each part."
SamuelSchmidgall_AgentLaboratory,PHD STUDENT AGENT - role_description(),6779,"System Role: ""a computer science PhD student at a top university"" Phase Prompts: Literature Review: ""Your goal is to perform a literature review for the presented task and add papers to the literature review. You have a...",1,1,1,0,1,0,1,1,0,1,0,1,
SamuelSchmidgall_AgentLaboratory,POSTDOC AGENT - role_description(),3983,"System Role: ""a computer science postdoctoral student at a top university"" Phase Prompt (Plan Formulation): ""You are directing a PhD student to help them come up with a good plan, and you interact with them through dial...",1,0,0,0,1,0,1,1,0,1,0,0,
SamuelSchmidgall_AgentLaboratory,PROFESSOR AGENT - role_description(),1203,"System Role: ""a computer science professor at a top university"" Phase Prompt: ""You are directing a PhD student to help them write a report in latex based on results from an experiment, and you interact with them through...",1,0,0,0,1,0,1,1,0,1,0,0,
SamuelSchmidgall_AgentLaboratory,REVIEWS AGENT - inference() method,643,"System Role: ""You are an AI researcher who is reviewing a paper that was submitted to a prestigious ML venue. Be critical and cautious in your decision."" Multiple Reviewer Types: Reviewer 1: ""You are a harsh but fair re...",1,1,0,0,1,0,1,1,0,1,0,0,
SamuelSchmidgall_AgentLaboratory,REWARD MODEL - Scoring System Prompt,852,"System Role: ""You are a professor agent who is serving as an expert reward model that can read a research plan, research code, and code output and are able to determine how well a model followed the plan, built the code...",1,0,0,1,1,0,1,1,0,1,0,1,
SamuelSchmidgall_AgentLaboratory,SOFTWARE ENGINEER AGENT - role_description(),2046,"System Role: ""a software engineer working at a top university"" Phase Prompt (Data Preparation): ""You are a software engineer directing a machine learning engineer, where the machine learning engineer will be writing the...",1,0,1,0,1,0,1,1,0,1,0,0,
SkyworkAI_DeepResearchAgent,BROWSER USE AGENT - Web browsing and interaction agent,4356,"System Role: ""You are an expert assistant who can solve any task using tool calls. You will be given a task to solve as best you can. To do so, you have been given access to some tools. The tool call you write is an act...",1,0,1,1,1,0,1,1,1,1,0,1,
SkyworkAI_DeepResearchAgent,DEEP ANALYZER AGENT - File and data analysis agent,4342,"System Role: ""You are an expert assistant who can solve any task using tool calls. You will be given a task to solve as best you can. To do so, you have been given access to some tools. The tool call you write is an act...",1,0,1,1,1,0,1,1,1,1,0,1,
SkyworkAI_DeepResearchAgent,DEEP RESEARCHER AGENT - Web research and archival agent,4161,"System Role: ""You are an expert assistant who can solve any task using tool calls. You will be given a task to solve as best you can. To do so, you have been given access to some tools. The tool call you write is an act...",1,0,1,1,1,0,1,1,1,1,0,1,
SkyworkAI_DeepResearchAgent,GENERAL AGENT - Core tool-calling agent framework,5358,"System Role: ""You are an expert assistant who can solve any task using tool calls. You will be given a task to solve as best you can. To do so, you have been given access to some tools. The tool call you write is an act...",1,0,1,1,1,0,1,1,1,1,0,1,"managed_agent_templates: Contains templates for managed agent task instructions, agent reports, and fallback handling, which are reusable prompt scaffolds for agent-to-agent communication."
SkyworkAI_DeepResearchAgent,PLANNING AGENT - Task planning and delegation agent,5385,"System Role: ""You are an expert assistant who can solve any task using tool calls. You will be given a task to solve as best you can. To do so, you have been given access to some tools. The tool call you write is an act...",1,0,1,1,1,0,1,1,1,1,0,1,
TauricResearch_TradingAgents,BEAR RESEARCHER - Bearish Investment Argument,1708,"You are a Bear Analyst making the case against investing in the stock. Your goal is to present a well-reasoned argument emphasizing risks, challenges, and negative indicators. Leverage the provided research and data to ...",1,1,0,1,1,0,1,1,0,1,0,1,
TauricResearch_TradingAgents,BULL RESEARCHER - Bullish Investment Argument,1641,"You are a Bull Analyst advocating for investing in the stock. Your task is to build a strong, evidence-based case emphasizing growth potential, competitive advantages, and positive market indicators. Leverage the provid...",1,1,0,1,1,0,1,1,0,1,0,1,
TauricResearch_TradingAgents,FUNDAMENTALS ANALYST - Company Fundamental Analysis,1531,"System Role: ""You are a helpful AI assistant, collaborating with other assistants. Use the provided tools to progress towards answering the question. If you are unable to fully answer, that's OK; another assistant with ...",1,0,1,1,1,0,1,1,0,1,1,1,
TauricResearch_TradingAgents,MARKET ANALYST - Technical Market Analysis,4582,"System Role: ""You are a helpful AI assistant, collaborating with other assistants. Use the provided tools to progress towards answering the question. If you are unable to fully answer, that's OK; another assistant with ...",1,0,1,1,1,0,1,1,0,1,1,1,
TauricResearch_TradingAgents,NEUTRAL DEBATOR - Balanced Risk Strategy Advocacy,1760,"System Role: N/A (Direct LLM invocation) User Instructions: ""As the Neutral Risk Analyst, your role is to provide a balanced perspective, weighing both the potential benefits and risks of the trader's decision or plan. ...",1,1,0,1,1,0,1,1,0,1,0,1,
TauricResearch_TradingAgents,NEWS ANALYST - Recent News and Trends Analysis,1344,"System Role: ""You are a helpful AI assistant, collaborating with other assistants. Use the provided tools to progress towards answering the question. If you are unable to fully answer, that's OK; another assistant with ...",1,0,1,1,1,0,1,1,0,1,1,1,
TauricResearch_TradingAgents,RESEARCH MANAGER - Portfolio Manager Decision Making,1276,"User Instructions: ""As the portfolio manager and debate facilitator, your role is to critically evaluate this round of debate and make a definitive decision: align with the bear analyst, the bull analyst, or choose Hold...",1,1,0,1,1,0,1,1,0,1,0,1,
